0.94,0.93
1.12,1.03
0.94,0.84
1.03,0.84
1.06,1
0.94,0.97
1.25,1
1.18,0.91
1.16,1.25
1.72,1.12
1.65,1.13
2.06,1.47
2.18,1.59
2,1.5
2.06,1.59
